x_coordinate,y_coordinate,time_interval_seconds
557,718,0.0802
555,714,0.0159
550,699,0.0164
537,673,0.0168
513,639,0.0167
453,577,0.0164
385,512,0.0176
345,467,0.0162
305,420,0.0157
282,393,0.0179
269,380,0.0157
266,377,0.0167
264,377,0.0338
263,374,0.0163
260,371,0.0163
257,367,0.0163
252,360,0.0159
248,353,0.0164
245,349,0.0164
243,345,0.016
241,340,0.0167
236,332,0.0183
234,329,0.0152
232,324,0.0161
229,321,0.0173
227,318,0.0154
225,317,0.0164
225,316,0.0169
225,315,0.083
222,314,0.0156
220,312,0.0161
219,312,0.0175
215,311,0.0159
213,310,0.017
