x_coordinate,y_coordinate,time_interval_seconds
228,226,0.0479
235,224,0.0157
251,219,0.0158
279,214,0.0174
301,212,0.0157
385,212,0.0164
483,209,0.0153
587,202,0.0163
684,189,0.0175
684,189,0.0
717,185,0.0175
747,182,0.0167
782,179,0.0181
841,175,0.0179
877,173,0.0175
930,170,0.0162
975,167,0.0158
1039,159,0.0167
1076,154,0.017
1096,153,0.016
1112,151,0.0159
1119,150,0.0161
1124,147,0.0173
1129,145,0.0157
1135,144,0.0171
1141,142,0.0163
1145,139,0.0165
1146,138,0.0165
1146,137,0.0166
1146,136,0.0159
1146,134,0.0168
1146,131,0.0173
1149,128,0.0157
1151,127,0.0166
1152,126,0.0163
1152,125,0.0512
1152,124,0.0185
