x_coordinate,y_coordinate,time_interval_seconds
714,570,0.082
712,566,0.017
707,560,0.0176
679,541,0.016
629,515,0.0163
568,482,0.016
518,453,0.0165
471,421,0.0165
440,395,0.0175
427,382,0.016
416,372,0.016
404,360,0.016
394,350,0.0166
391,345,0.0168
386,341,0.0155
383,338,0.0165
380,336,0.0174
377,333,0.0162
371,328,0.016
360,317,0.016
335,294,0.0165
320,278,0.016
307,265,0.0161
295,251,0.0166
285,240,0.016
285,237,0.016
