x_coordinate,y_coordinate,time_interval_seconds
1038,182,0.0336
1036,185,0.0165
1033,192,0.0166
1028,207,0.0165
1017,226,0.017
982,271,0.0165
943,317,0.0157
904,356,0.0161
854,404,0.0165
831,426,0.017
810,446,0.0165
792,467,0.0161
791,472,0.016
791,474,0.016
791,478,0.0165
791,479,0.0158
790,480,0.0165
789,480,0.0167
789,479,0.0492
789,477,0.0163
787,472,0.017
786,471,0.017
784,470,0.017
783,470,0.0346
782,470,0.016
781,470,0.032
781,469,0.0354
