x_coordinate,y_coordinate,time_interval_seconds
1098,243,0.0
1100,243,0.0155
1101,243,0.0178
1101,242,0.0836
1085,237,0.0166
1033,223,0.0179
995,216,0.0165
957,206,0.0172
934,202,0.0171
893,194,0.0169
859,187,0.0172
802,174,0.0156
719,159,0.0165
657,148,0.0158
640,145,0.0161
635,142,0.0166
634,142,0.0338
631,141,0.0167
622,140,0.016
622,140,0.0
608,138,0.0177
587,135,0.016
562,133,0.0167
555,132,0.0165
554,132,0.0168
553,132,0.0167
552,132,0.0176
551,132,0.0326
550,132,0.0332
550,130,0.0346
550,129,0.0168
551,128,0.0162
553,126,0.0174
554,125,0.0172
555,125,0.0175
