x_coordinate,y_coordinate,time_interval_seconds
170,454,0.0
170,453,0.0164
172,453,0.0489
190,460,0.016
223,472,0.0156
291,491,0.0167
364,512,0.016
422,532,0.0163
476,553,0.0166
536,583,0.017
575,605,0.0175
629,639,0.0164
652,654,0.016
669,665,0.0168
669,665,0.0
670,666,0.0165
672,668,0.0168
672,669,0.0175
674,670,0.0163
675,671,0.0166
677,672,0.0326
679,674,0.0173
684,678,0.0159
689,682,0.0166
690,683,0.016
691,683,0.0651
691,684,0.016
