x_coordinate,y_coordinate,time_interval_seconds
121,252,0.0661
126,252,0.0985
136,251,0.0181
136,251,0.0
142,250,0.0149
148,249,0.0167
155,247,0.0171
166,244,0.0161
194,236,0.0176
226,229,0.0161
259,221,0.0156
312,213,0.0172
416,199,0.0174
468,190,0.0172
516,181,0.0167
549,173,0.0177
566,166,0.0174
572,162,0.0156
582,157,0.0165
593,150,0.0178
604,145,0.0161
621,136,0.0169
624,136,0.0156
624,135,0.0172
625,135,0.0502
625,134,0.0326
625,133,0.0324
622,129,0.0159
621,128,0.016
618,125,0.0166
615,124,0.017
594,123,0.0171
582,123,0.0165
575,124,0.0157
572,125,0.0163
571,125,0.0505
570,124,0.0308
568,123,0.0164
