x_coordinate,y_coordinate,time_interval_seconds
341,639,0.0151
341,638,0.0159
340,637,0.0165
337,634,0.0166
334,631,0.016
332,627,0.0165
326,616,0.0165
320,604,0.016
307,575,0.0165
295,550,0.016
283,519,0.016
268,470,0.0165
263,435,0.016
261,390,0.0165
243,273,0.0154
233,228,0.0165
226,201,0.0165
221,189,0.016
218,183,0.0162
216,180,0.0175
214,178,0.0168
210,175,0.016
202,162,0.016
202,162,0.0
196,150,0.017
188,140,0.0165
181,131,0.016
177,128,0.017
171,119,0.0175
164,107,0.016
157,96,0.0163
152,88,0.016
149,84,0.016
148,84,0.0321
148,83,0.0165
147,81,0.0165
146,79,0.018
145,78,0.017
144,77,0.066
142,75,0.017
141,75,0.0174
139,74,0.0161
138,74,0.0165
137,73,0.0179
137,72,0.0175
135,72,0.016
134,71,0.0336
133,71,0.017
