x_coordinate,y_coordinate,time_interval_seconds
345,389,0.0
346,386,0.0141
349,383,0.0161
352,379,0.0162
361,370,0.0172
382,352,0.0175
399,336,0.0154
426,309,0.0154
442,289,0.0171
458,246,0.0169
469,222,0.0164
477,207,0.0171
482,198,0.0165
485,194,0.0172
485,193,0.0498
486,191,0.0169
487,189,0.017
489,188,0.0179
490,187,0.0175
491,185,0.0158
492,183,0.0164
494,181,0.0164
497,177,0.0161
499,175,0.0166
503,171,0.0164
506,168,0.0165
507,167,0.0156
507,166,0.0161
508,165,0.0168
509,165,0.0171
