x_coordinate,y_coordinate,time_interval_seconds
906,146,0.0153
904,150,0.0162
901,156,0.0171
896,167,0.0164
893,178,0.0166
890,197,0.0182
884,228,0.0156
873,261,0.0167
853,311,0.0167
830,370,0.0167
809,430,0.0162
775,506,0.0172
762,525,0.0158
746,542,0.0161
737,553,0.0164
728,564,0.0159
720,582,0.0167
712,592,0.0165
703,603,0.0158
692,618,0.0168
687,626,0.0168
682,636,0.0161
681,639,0.0197
681,642,0.0489
680,645,0.016
679,647,0.017
676,650,0.0165
675,652,0.0168
673,653,0.0169
672,653,0.0174
671,654,0.0154
669,655,0.0177
669,657,0.0146
668,657,0.0181
