x_coordinate,y_coordinate,time_interval_seconds
947,610,0.0333
947,608,0.0164
943,601,0.017
934,591,0.0179
923,580,0.0162
898,555,0.0159
849,514,0.0165
782,452,0.0158
746,412,0.0165
705,367,0.017
678,339,0.017
657,318,0.0175
639,298,0.0165
613,265,0.0176
599,245,0.0165
592,234,0.016
585,225,0.016
582,220,0.0166
576,215,0.016
571,211,0.016
567,207,0.0165
559,201,0.016
547,193,0.016
534,185,0.0165
513,166,0.0157
499,153,0.0161
496,148,0.016
496,147,0.0161
