x_coordinate,y_coordinate,time_interval_seconds
632,95,0.0669
628,102,0.017
619,120,0.0165
619,120,0.0
601,150,0.0155
574,207,0.0165
535,296,0.0166
497,382,0.0159
461,451,0.016
438,495,0.0165
404,570,0.0164
385,618,0.017
374,653,0.0175
368,684,0.0165
364,709,0.016
363,717,0.0159
362,721,0.0166
362,723,0.016
362,724,0.0158
362,725,0.0338
362,726,0.0161
363,726,0.0325
363,724,0.017
364,719,0.0172
365,718,0.016
365,717,0.0335
