x_coordinate,y_coordinate,time_interval_seconds
1104,579,0.0656
1090,573,0.0165
1090,573,0.0
1065,562,0.0165
979,525,0.0163
854,479,0.017
691,422,0.016
491,339,0.0162
405,291,0.0165
342,244,0.0165
315,220,0.017
297,202,0.016
284,188,0.0165
266,173,0.0165
254,163,0.0166
245,156,0.0162
244,154,0.0163
243,152,0.0159
241,148,0.016
238,142,0.017
233,133,0.016
227,122,0.0165
224,117,0.0163
218,105,0.0171
215,101,0.0165
212,99,0.0166
210,97,0.016
209,93,0.0165
206,86,0.0161
206,86,0.0
204,80,0.016
203,77,0.0173
202,75,0.016
201,73,0.016
201,72,0.0165
200,69,0.016
199,69,0.017
