x_coordinate,y_coordinate,time_interval_seconds
979,711,0.0008
978,711,0.0148
978,710,0.0162
976,708,0.016
969,704,0.0155
947,697,0.0161
913,688,0.0176
878,679,0.0166
827,665,0.0161
773,651,0.0162
637,616,0.0168
601,599,0.0161
557,573,0.0171
534,557,0.0168
495,533,0.0171
480,527,0.0169
468,525,0.0162
457,525,0.0164
452,525,0.017
448,525,0.0164
441,524,0.0161
428,522,0.0157
414,520,0.0158
397,518,0.0172
383,517,0.0164
365,517,0.0175
361,516,0.0174
358,515,0.0164
350,512,0.0174
342,510,0.0162
318,506,0.0158
312,505,0.0166
303,502,0.017
302,501,0.0161
301,501,0.0164
301,500,0.1004
300,499,0.0163
296,498,0.0639
294,498,0.0189
