x_coordinate,y_coordinate,time_interval_seconds
530,587,0.0005
530,585,0.0155
530,582,0.0162
530,577,0.0167
529,573,0.0171
525,561,0.0162
516,539,0.0161
506,513,0.0166
504,507,0.0163
488,462,0.0165
468,406,0.0176
458,381,0.0166
451,356,0.0181
448,339,0.0163
443,321,0.0167
440,309,0.0168
438,300,0.0176
437,298,0.0166
436,293,0.0166
435,289,0.0156
433,285,0.0173
432,279,0.0157
429,270,0.0163
425,256,0.0157
423,247,0.0166
422,243,0.0171
421,241,0.017
420,240,0.0165
419,240,0.016
419,239,0.0166
417,239,0.0169
416,238,0.0174
416,239,0.0487
412,244,0.0202
