x_coordinate,y_coordinate,time_interval_seconds
680,325,0.034
677,328,0.016
673,332,0.0166
670,339,0.0168
667,349,0.0163
666,360,0.016
663,377,0.0168
660,394,0.0164
660,418,0.0165
660,433,0.017
659,452,0.0171
656,464,0.016
649,484,0.0171
646,492,0.016
639,504,0.0171
638,509,0.0171
637,515,0.0166
637,516,0.0175
636,516,0.0666
635,516,0.0505
634,519,0.0166
632,521,0.017
629,525,0.0171
621,533,0.0173
616,537,0.0163
615,539,0.0173
615,540,0.0331
614,541,0.0163
