x_coordinate,y_coordinate,time_interval_seconds
940,291,0.0149
930,295,0.0169
923,299,0.0169
916,304,0.0164
902,311,0.0162
871,324,0.0154
815,342,0.0173
674,392,0.0162
592,421,0.0164
477,452,0.0174
366,483,0.017
277,509,0.017
261,515,0.015
249,521,0.0157
246,524,0.017
238,529,0.0166
228,536,0.0156
203,551,0.0172
185,560,0.0159
180,564,0.0161
179,564,0.017
179,565,0.016
179,566,0.0168
177,569,0.017
172,574,0.0169
168,578,0.0166
155,585,0.0164
114,605,0.016
104,610,0.0168
95,614,0.0167
91,615,0.0155
89,615,0.0346
90,615,0.1517
91,616,0.0159
97,617,0.0197
