x_coordinate,y_coordinate,time_interval_seconds
661,488,0.0311
665,488,0.016
676,489,0.0168
700,498,0.0162
729,512,0.0156
769,530,0.017
792,545,0.0161
825,569,0.0164
841,582,0.0163
858,599,0.0175
875,618,0.0166
887,630,0.0162
895,639,0.0171
898,641,0.0163
899,641,0.0328
900,641,0.0318
902,641,0.0163
906,643,0.016
909,644,0.0169
923,650,0.0161
931,654,0.016
936,657,0.016
939,658,0.0162
940,659,0.0156
942,659,0.017
947,662,0.0171
948,663,0.0162
949,663,0.0154
950,663,0.0486
950,666,0.0159
951,666,0.017
