x_coordinate,y_coordinate,time_interval_seconds
113,58,0.0825
120,63,0.016
132,74,0.0159
152,94,0.0167
183,122,0.0172
235,165,0.0172
289,215,0.0171
357,279,0.0159
425,340,0.0164
495,400,0.0167
563,463,0.0169
585,489,0.0161
599,507,0.0169
619,535,0.0161
635,555,0.0173
657,578,0.0159
661,583,0.0162
665,585,0.0167
667,589,0.0162
681,604,0.0179
695,616,0.0157
707,627,0.0173
716,632,0.0161
726,639,0.0154
743,649,0.0173
792,673,0.0159
805,679,0.0156
805,680,0.0174
807,681,0.0494
808,681,0.0171
808,685,0.0176
809,690,0.0162
824,707,0.016
826,709,0.0167
827,709,0.0511
828,709,0.0154
829,710,0.0325
830,710,0.065
832,713,0.0172
833,714,0.0166
834,714,0.0486
835,716,0.0165
836,717,0.0164
837,717,0.0156
838,718,0.0161
838,720,0.034
839,720,0.0335
