x_coordinate,y_coordinate,time_interval_seconds
187,270,0.0147
194,269,0.0179
205,266,0.0165
226,262,0.0157
268,256,0.0161
323,249,0.0159
437,234,0.0169
505,225,0.0169
576,215,0.0159
682,199,0.0164
807,179,0.0165
900,160,0.019
900,160,0.0
911,159,0.015
912,158,0.0155
913,158,0.0329
924,151,0.0168
935,147,0.016
948,143,0.017
959,140,0.0158
968,137,0.0174
974,134,0.0179
976,134,0.0488
986,133,0.0175
986,133,0.0
990,131,0.0151
993,130,0.016
994,129,0.0493
996,128,0.0162
998,127,0.0162
999,126,0.0162
