x_coordinate,y_coordinate,time_interval_seconds
368,564,0.0171
371,564,0.0156
378,564,0.0171
389,558,0.016
398,553,0.0165
410,549,0.0176
427,541,0.0161
457,526,0.0161
508,495,0.0168
536,477,0.0155
562,457,0.017
579,444,0.0161
593,433,0.0159
599,427,0.016
601,423,0.0166
602,421,0.0156
605,418,0.0161
610,414,0.0162
615,410,0.0168
616,408,0.0156
619,405,0.0168
621,403,0.0171
622,401,0.0163
623,401,0.0172
624,401,0.0489
625,400,0.0341
630,397,0.0159
634,395,0.0166
634,394,0.0172
636,394,0.0162
